gene,disease_name,phenotype_mim,inheritance,is_LoF,phenotype_class,bajpai_positive_regulator,bajpai_effect,grn_regulator_sign,signednet_regulator_sign,regulator_call,n_direction_sources,predicted_direction,law_applies,law_concordant,dominant_haploinsufficient_note,exception_mechanism,citation
GRIP1,Fraser syndrome 3,617667,AR,True,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
GZMB,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
HERC2,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
HGD,Alkaptonuria,203500,AR,True,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
HLA-B,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
HLA-DQA1,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
HLA-DQB1,Vogt-Koyanagi-Harada disease,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
HLA-DRA,Vogt-Koyanagi-Harada disease,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
HLA-DRB1,Vogt-Koyanagi-Harada disease,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
HUNK,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
IFTAP,Nevus-cell nevus,,Acquired/Congenital,False,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
IKBKG,Incontinentia pigmenti,308300,XLD,True,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
IKZF4,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
IL17A,Vogt-Koyanagi-Harada disease,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
IL1RAPL1,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
IL23R,Vogt-Koyanagi-Harada disease,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
IL2RA,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
IRF3,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
IRF4,Dermal melanocytosis,,Congenital,False,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
KCNK12,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
KRT14,Dermatopathia pigmentosa reticularis,125595,AD,False,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
LPP,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
LRMDA,"Oculocutaneous albinism, type 7",615179,AR,True,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
MC2R,"Glucocorticoid deficiency, due to ACTH unresponsiveness",202200,AR,True,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
MCM4,Immunodeficiency-54,609981,AR,True,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
MLPH,Griscelli syndrome type 3,609227,AR,True,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
MRAP,Glucocorticoid deficiency 2,607398,AR,True,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
MSH2,Mismatch repair cancer syndrome 2,619096,AR,True,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
MSH6,Mismatch repair cancer syndrome 3,619097,AR,True,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
MTAP,Nevus-cell nevus,,Acquired/Congenital,False,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
MYH8,Carney complex variant,608837,Congenital,False,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
MYO5A,Griscelli syndrome type 1,214450,AR,True,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
NARS1,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
NEK6,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
NF1,Neurofibromatosis type 1,162200,AD,False,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
NFIX,Malan syndrome (formerly Sotos syndrome 2),614753,AD,False,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
NHP2,"Dyskeratosis congenita, autosomal recessive 2",613987,AR,True,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
NID1,Nevus-cell nevus,,Acquired/Congenital,False,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
NLRP1,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
NNT,"Glucocorticoid deficiency 4, with or without mineralocorticoid deficiency",614736,AR,True,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
NOP10,"Dyskeratosis congenita, autosomal recessive 1	",224230,AR,True,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
NR0B1,"Adrenal hypoplasia, congenita",300200,XLR,True,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
NRAS,"Melanocytic nevus syndrome, congenital, somatic; Neurocutaneous melanosis, somatic",137550,Acquired,False,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
NRROS,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
NSD1,Sotos syndrome,117550,AD,False,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
PAH,Phenylketonuria,261600,AR,True,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
PARN,"Dyskeratosis congenita, autosomal recessive 6",616353,AR,True,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
PARP12,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
PLA2G6,Nevus-cell nevus,,Acquired/Congenital,False,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
PLCB3,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
PMS2,Mismatch repair cancer syndrome 4,619101,AR,True,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
POGLUT1,Dowling-Degos disease 4,615696,AD,False,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
POLA1,"Pigmentary disorder, reticulate, with systemic manifestations, X-linked",301220,XLR,True,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
POMC,"Obesity, adrenal insufficiency, and red hair due to POMC deficiency",609734,AR,True,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
PPARGC1B,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
PRKAR1A,"Carney complex, type 1",160980,AD,False,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
PTEN,Cowden syndrome 1 (Bannayan-Riley-Ruvalcaba syndrome),158350,AD,False,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
PTPN1,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
PTPN11,LEOPARD syndrome 1,151100,AD,False,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
PTPN22,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
PTPRC,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
RAB5C,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
RALY,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
RERE,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
RIT1,Noonan Syndrome 8,615355,AD,False,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
RNASET2,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
RPGRIP1L,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
RTEL1,"Dyskeratosis congenita, autosomal dominant 4, autosomal recessive 5",615190,"AD, AR",True,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
SAMD9,Mirage syndrome,617053,AD,False,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
SERPINB9,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
SGPL1,"Nephrotic syndrome, type 14",617575,AR,True,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
SH2B3,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
SHOC2,Noonan-like syndrome with loose anagen hair 1,607721,AD,False,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
SLC1A2,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
SLC29A3,Histiocytosis-lymphadenopathy plus syndrome,602782,AR,True,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
SLC44A4,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
SMARCAL1,Schimke immunoosseous dysplasia ,242900,AR,True,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
SMO,Curry-Jones syndrome,601707,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
SMOC2,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
SNAI2,Piebaldism,172800,AD,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
SPATA48,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
SPRED1,Legius syndrome,611431,AD,False,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
STAR,Lipoid adrenal hyperplasia,201710,AR,True,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
STAT4,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
STK11,Peutz – Jeghers syndrome,175200,AD,False,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
TBX5,Blue nevus,,Acquired or congenital,False,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
TEF,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
TERC,"Dyskeratosis congenita, autosomal dominant 1",127550,AD,False,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
TERT,"Dyskeratosis congenita, autosomal dominant 2, autosomal recessive 4",613989,"AD, AR",True,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
TG,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
TICAM1,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
TINF2,"Dyskeratosis congenita, autosomal dominant 3",613990,AD,False,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
TNFRSF11A,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
TNFSF11,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
TSC1,Tuberous sclerosis 1,191100,AD,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
TSC2,Tuberous sclerosis 2,613254,"AD, ""de novo""",False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
UBASH3A,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
UBE2E2,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
USP9X,"Intellectual developmental disorder, X-linked 99, syndromic, female-restricted ",300968,XLD,True,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
UVSSA,UV-sensitive syndrome 3,614640,AR,True,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
VEGFA,POEMS syndrome,,Acquired,False,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
WIF1,Melasma/chloasma,,Acquired,False,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
WRAP53,"Dyskeratosis congenita, autosomal recessive 3",613988,AR,True,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
ZC3H7B,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
ZMIZ1,Vitiligo,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
ZMPSTE24,Mandibuloacral dysplasia with type B lipodystrophy,608612,AR,True,Hyperpigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
ZNF354A,Vogt-Koyanagi-Harada disease,,Acquired,False,Hypopigmentation,False,,,,,0,,False,,,,OMIM via D'Arcy 2023 PMC9854651; Bajpai 2023 DOI 10.1126/science.ade6289; NB6 GRN; NB7 signed network
